expression,reading,eng_meaning,chi_meaning,level,guid
飯,めし,"meals, food",餐點,N3,IWA[~#BL^U
滅多に,めったに,"rarely (with neg. verb), seldom",很少（與否定動詞連用），很少,N3,j)#=ex#L)O
メモ,メモ,"memorandum, note",備忘錄，說明,N3,"skJ)D[(,@."
面,めん,"face, mug, surface, side or facet, corner, page",臉、杯子、表面、側面或切面、角落、頁面,N3,"w,_Ik;ZYes"
綿,めん,cotton,棉布,N3,zi)_)]=$49
免許,めんきょ,"license, permit, certificate",執照、許可證、證書,N3,giqsadF8[_
面接,めんせつ,interview,面試,N3,"G{,..f)t;T"
面倒,めんどう,"trouble, attention",麻煩，注意,N3,jarwg?`xYM
メンバー,メンバー,member,成員,N3,ioP<e}C#*T
申し込む,もうしこむ,"to apply for, to make an application",申請，提出申請,N3,p-@iqxnx(*
申し訳,もうしわけ,"apology, excuse",道歉，藉口,N3,"w0A,13h@XG"
毛布,もうふ,blanket,毯子,N3,G|6QSL6HzW
燃える,もえる,to burn,燃燒,N3,C2}(_d=*8]
目的,もくてき,"purpose, goal, aim",目的、目標、宗旨,N3,"FrxXy0,/EI"
目標,もくひょう,"mark, objective, target",目標、目的、靶子,N3,eD#(2kEfi#
文字,もじ,"letter (of alphabet), character",字母（字母表中的字母），字符,N3,v{bw_z2KT.
文字,もんじ,"letter (of alphabet), character",字母（字母表中的字母），字符,N3,i}R1C0Kg[i
もしかすると,もしかすると,"perhaps, maybe, by some chance",或許，也許，出於某種偶然,N3,E_gTNRA!W1
もしも,もしも,if,如果,N3,Q41Ox`49(P
持ち上げる,もちあげる,"to raise, to lift up, to flatter",提高，舉起，奉承,N3,Ck3.ZXZ[6p
用いる,もちいる,"to use, to make use of",使用，利用,N3,so5H6d<zN+
もったいない,もったいない,"wasteful; more than one deserves, unworthy of",浪費的；超過一個人應得的，不值得的,N3,yewBxbz7]I
尤も,もっとも,"quite right, plausible, natural",完全正確，合情合理，自然而然。,N3,A>F:Ft1w22
元,もと,"origin, original; former",起源，原件；以前的,N3,"O)La7,`]AY"
基,もと,basis,基礎,N3,Icp_M75Xpg
素,もと,prime,主要的,N3,yGr3{oX4%H
戻す,もどす,"to restore, to put back, to return",恢復，放回，歸還,N3,PmY(.gc-w+
基づく,もとづく,"to be grounded on, to be based on",以……為基礎，以……為依據,N3,I&bTc?WHhL
求める,もとめる,"to request, to ask for; to seek, to search for",請求，要求；尋找，搜尋,N3,lJ&@p010:m
者,もの,person (same as 人 (ひと)),人（與人（ひと）相同）,N3,vAI([v0H/E
物音,ものおと,sounds,聲音,N3,hL<`ZEm#E^
物語,ものがたり,"tale, story, legend",故事、傳說,N3,b2F39/cX@{
物事,ものごと,"things, everything",事物，一切,N3,JYu;9)KWYP
燃やす,もやす,to burn,燃燒,N3,h5FjFnJT{r
模様,もよう,"pattern, figure, design",圖案、圖形、設計,N3,DCW6|C<9T)
文句,もんく,a complaint,投訴,N3,"q,87=b37fY"
やがて,やがて,"before long, soon, at length",不久之後，很快，最終,N3,nlnms.mL_|
役,やく,"role, position",角色、職位,N3,sc=i9?h^tQ
約,やく,"approximately, about, some",大約，大約，一些,N3,L31l;C5Xp=
訳,やく,translation,翻譯,N3,CmgPQjblgT
訳す,やくす,to translate,翻譯,N3,Cj2Ni~H!BW
役割,やくわり,"assigning (allotment of) parts, role, duties",分配（分配）零件、角色、職責,N3,"jj*z,nk6$Z"
家賃,やちん,rent,租,N3,Og7<v^:R8@
厄介,やっかい,"trouble, burden, care",麻煩、負擔、照料,N3,O_#+8qFx*C
宿,やど,"inn, lodging",旅館，住宿,N3,F8A%9EzpfO
雇う,やとう,"to employ, to hire",僱用，僱用,N3,fsV)jU5lVf
屋根,やね,roof,屋頂,N3,K@]5qy=.%v
破る,やぶる,to tear; to violate; to defeat,撕裂；侵犯；擊敗,N3,Hc|1rO==::
破れる,やぶれる,"to get torn, to wear out",被撕裂，磨損,N3,Q>N&s5^Kb%
辞める,やめる,to retire,退休,N3,J|2c^zFs0y
やや,やや,"a little, partially, somewhat",有點，部分地，某種程度上,N3,OikgR+nKY0
唯一,ゆいいつ,"only, sole, unique",唯一，獨一無二,N3,mNuH=kxM-E
勇気,ゆうき,"courage, bravery, boldness",勇氣、勇敢、膽量,N3,z0tdm#]12w
友好,ゆうこう,friendship,友誼,N3,qSk@+t:._p
有効,ゆうこう,"valid, effectual",有效的，有效的,N3,iL.?i)%fKm
優秀,ゆうしゅう,"superiority, excellence",優越性，卓越性,N3,O^v!ja{$6}
優勝,ゆうしょう,"overall victory, championship",總冠軍,N3,Gxir)F$3h;
友情,ゆうじょう,"friendship, fellowship",友誼，情誼,N3,hpnSza2$^g
友人,ゆうじん,friend (formal),朋友（正式）,N3,iE%IT=Qp]>
有能,ゆうのう,"able, capable, efficient",能幹的，有能力的，有效率的,N3,P0&QeU;_J8
郵便,ゆうびん,"mail, postal service",郵件，郵政服務,N3,y1Pm-8jy]k
ユーモア,ユーモア,humor,幽默,N3,df%[k|%u*+
有利,ゆうり,"advantageous, better",有利，更好,N3,H]2^aHqq32
床,ゆか,floor,地面,N3,lG~]%rmVy|
愉快,ゆかい,"pleasant, happy",愉快，快樂,N3,"o,+Kowdko`"
譲る,ゆずる,"to turn over, to assign, to hand over",移交，指派，交出,N3,Hvg@/iJB}O
豊か,ゆたか,"abundant, wealthy, plentiful, rich",豐富的，富裕的，充足的，富有的,N3,"d9lbZ0yM,{"
茹でる,ゆでる,to boil,煮沸,N3,vocx6RiGG7
許す,ゆるす,"to permit, to allow, to approve",允許，準許，批准,N3,jUZ.+k2dQs
夜,よ,"evening, night",傍晚，夜晚,N3,O|UO#;VR|i
夜明け,よあけ,"dawn, daybreak",黎明，破曉,N3,P]gvvnr3UX
酔う,よう,to get drunk,喝醉,N3,Nw#Iv9NMME
容易,ようい,"easy, simple, plain",簡單、樸素、平淡,N3,P+bB1Di`Ky
容器,ようき,"container, vessel",貨櫃、船舶,N3,iaea{|Cg@:
陽気,ようき,"season, weather, cheerfulness",季節、天氣、心情,N3,u51di;kV4W
要求,ようきゅう,"request, demand",請求、要求,N3,nvC?4QsNf}
用心,ようじん,"care, precaution, caution",注意、預防、謹慎,N3,Flc5De-&7.
様子,ようす,"aspect, state, appearance",方面、狀態、外觀,N3,A7/`ZQ{`>8
要するに,ようするに,"in a word, after all, in short …",總之，簡而言之…,N3,FOjPBhXtfP
要素,ようそ,element,元素,N3,GZk%&=rm6%
要点,ようてん,"gist, main point",要點，主要觀點,N3,Qs5wBsMZ.}
曜日,ようび,day of the week,星期幾,N3,H-|U<zuUTq
ヨーロッパ,ヨーロッパ,Europe,歐洲,N3,cEJaT(aXg
予期,よき,"expectation, forecast",預期、預測,N3,k(Z/4d8ciX
横切る,よこぎる,"to cross (e.g., arms), to traverse",穿越（例如，手臂），橫穿,N3,ba+_Ekz}4>
汚す,よごす,"to pollute, to make dirty",污染，弄髒,N3,gASRu}ar&]
予算,よさん,"estimate, budget",估算、預算,N3,k15uOKT$nk
止す,よす,"to cease, to give up",停止，放棄,N3,g87)Rqp|@G
寄せる,よせる,"to collect, to gather, to put aside",收集，聚集，存放,N3,M9{&7Gc5&~
予測,よそく,"prediction, estimation",預測、估計,N3,E(^1aDIi!6
ヨット,ヨット,yacht,遊艇,N3,G/C^ah63g_
夜中,よなか,"midnight, dead of night",午夜，徹夜未眠,N3,QTA:28I)zV
世の中,よのなか,"society, the world",社會，世界,N3,zQaur22G#@
余分,よぶん,"extra, excess, surplus",額外的、過剩的、盈餘的,N3,uLcn4c5r}h
予報,よほう,"forecast, prediction",預報、預報,N3,CpZ2Kf3K1p
予防,よぼう,"prevention, protection against",預防、保護,N3,rDZhF+<_&}
読み,よみ,reading,閱讀,N3,K?H`Don1~V
嫁,よめ,"bride, daughter-in-law",新娘，媳婦,N3,oRq&EQjfdU
余裕,よゆう,excess; surplus,過剩；盈餘,N3,E;;B#u-gwT
より,より,"twist, ply",扭轉，層,N3,"P,gDgn3/%z"
因る,よる,to come from,來自,N3,bk:?0yP.}A
喜び,よろこび,"joy, pleasure, rejoicing",喜悅，快樂，歡欣,N3,K+wNM)/!OH
よろしく (かん),よろしく (かん),"best regards, please remember me",此致敬禮，請記得我,N3,uLM;15kvNe
四,よん,four,四,N3,FT^HSOQQHt
来,らい～,next ~,下一個~,N3,A=wX.vJ`;k
ライター,ライター,lighter; writer,打火機；作家,N3,NgUl4>*Khu
楽,らく,"comfort, ease",舒適，輕鬆,N3,DiE;3Dx>c<
ラケット,ラケット,racket,球拍,N3,rc5WF%qwi^
利益,りえき,"profits, gains",利潤、收益,N3,j{(4)&Jk(I
理解,りかい,"understanding, comprehension",理解，領會,N3,kKF%t{|4d1
陸,りく,"land, shore",陸地，海岸,N3,f7mi}zh7:U
利口,りこう,"clever, shrewd, bright",聰明、精明、睿智,N3,fywFMWmChi
離婚,りこん,divorce,離婚,N3,PI9p-(a/mR
理想,りそう,ideal,理想的,N3,Ev]+?).P_6
率,りつ,"rate, ratio, percentage",比率、比例、百分比,N3,s+WV`q_zTd
留学,りゅうがく,studying abroad,留學,N3,jA_j8gA?Xq
流行,りゅうこう,"fashionable, fad, prevailing",時尚的，潮流的，流行的,N3,oDwVFzWRDw
量,りょう,"quantity, amount",數量，金額,N3,EL&y=qJ[p]
寮,りょう,"hostel, dormitory",青年旅舍，宿舍,N3,v~j5~V9)9G
両替,りょうがえ,"change, money exchange",找零，貨幣兌換,N3,d:;<z]06Bi
料金,りょうきん,"fee, charge, fare",費用、收費、票價,N3,zVvm;g>0?l
例,れい,"instance, example, case",例如、例子、案例,N3,kB-8@n:7>K
礼,れい,expression of gratitude; bow,表達感激之情；鞠躬,N3,EZ&Acuix#;
例外,れいがい,exception,例外,N3,tw6[F{cyVX
礼儀,れいぎ,"manners, courtesy, etiquette",禮儀、禮貌、禮節,N3,Gd12dxU_~f
冷静,れいせい,"calm, coolness",平靜，涼爽,N3,B49T]&wBB/
列,れつ,"queue, line, row",隊列、行、排,N3,xG=0sSj|M]
列車,れっしゃ,train (ordinary),普通列車,N3,QT2^`L&p0(
レベル,レベル,level,等級,N3,zpbh!KoN[L
連想,れんそう,"association (of ideas), suggestion",聯想（想法），建議,N3,"NQ21Zh,%s4"
連続,れんぞく,"consecutive, continuity, continuing",連續的，持續的，不斷的,N3,ODN;p&H}o6
老人,ろうじん,"the aged, old person",老年人,N3,Fz<ozu`hKp
労働,ろうどう,"labor, work",勞動，工作,N3,svW#2;;Cv:
ロケット,ロケット,"locket, rocket",吊墜，火箭,N3,s>l2C%ZS6!
論じる,ろんじる,"to argue, to discuss",爭論，討論,N3,PV@[>Orc)!
論争,ろんそう,"controversy, dispute",爭議，爭端,N3,OnROo#.Af[
論文,ろんぶん,"thesis, paper",論文，論文,N3,x9Y&i=]xwo
輪,わ,"ring, hoop, circle",環、圈、圓,N3,FnX+2P-4%V
ワイン,ワイン,wine,葡萄酒,N3,k_34Ad?RbL
わがまま,わがまま,"selfishness, egoism, willfulness",自私、利己、任性,N3,EZq`y]jF5A
別れ,わかれ,"parting, separation, farewell",離別，分離，告別,N3,OMtj+e3iBn
分かれる,わかれる,"to branch off, to diverge from",分叉，偏離,N3,"h3]%FQ}r,e"
脇,わき,side,邊,N3,jKWknj-GZC
湧く,わく,"to boil, to grow hot",沸騰，變熱,N3,eVR+00~Wm
分ける,わける,"to divide, to separate",分割，分離,N3,o0j(Vbh=Dm
わざと,わざと,on purpose,故意,N3,viYnUwNT3<
僅か,わずか,"only, merely, a little",只是，僅僅，一點點,N3,q2B/3.([A6
綿,わた,cotton,棉布,N3,v86=9+m*Zo
話題,わだい,"topic, subject",主題、題目,N3,z8.CmK<Fdr
笑い,わらい,"laugh, laughter, smile",笑，笑聲，微笑,N3,DQ4$VTV1]U
割る,わる,"to divide, to break",分割，打破,N3,oEUIbaXq]C
悪口,わるくち,"abuse, insult",辱罵，侮辱,N3,"d]Rs;YIR,B"
我々,われわれ,we,我們,N3,E2(6GHR8(/
湾,わん,"bay, gulf, inlet",海灣、海峽、入海口,N3,P6{jsCe:#w
椀,わん,bowl,碗,N3,l4kkf<]hlo
碗,わん,bowl,碗,N3,jaH28ERkuW
悪,あく,"evil, vice",邪惡，惡習,N3,Q1DWi+VRb<
当り,あたり,"hit, success, reaching the mark",成功、達成目標,N3,pvdd^T@ma/
アップ,アップ,up,向上,N3,A[u&?[.Bro
宛てる,あてる,"to address, to put",解決，放置,N3,l&CGpg$n)R
アンケート,アンケート,"questionnaire (FRE: enquete), survey",問卷調查（法文：enquete）、調查,N3,"jvw,M=`Mc4"
異,い,difference (of opinion),意見分歧,N3,KWy%Q&s$/y
意,い,will,將要,N3,ue.p8Uogo]
医院,いいん,"doctor's office (surgery), clinic",醫生辦公室（手術室），診所,N3,cxetSKwBbl
怒り,いかり,anger,憤怒,N3,eag:XoP`Iu
粋,いき,"chic, style, purity",時尚、風格、純粹,N3,ugWhTIM%@o
意地,いじ,"disposition, spirit, obstinacy, appetite",性情、精神、固執、食慾,N3,Bt*R$hF@~7
依然,いぜん,"still, as yet",不過，目前為止,N3,gx*_AN|$_R
傷める,いためる,"to damage, to impair, to spoil",損壞，削弱，毀壞,N3,uF3-=@-Bpo
炒める,いためる,to stir-fry,翻炒,N3,"G^,`T^H<Y$"
一帯,いったい,"a region, the whole place",一個地區，整個地方,N3,DAOK/%LCS(
異動,いどう,"a change, transfer",變更，轉移,N3,ew^/izF?S5
衣料,いりょう,clothing,衣服,N3,gj0|x/@YEn
渦,うず,swirl,漩渦,N3,sfWs{S%^qV
埋まる,うまる,"to be buried, to be filled",被埋葬，被填埋,N3,7lK)HuokX
産む,うむ,"to give birth (v.t.), to deliver, to produce",生育（動詞），分娩，生產,N3,r|}xM1gEOl
縁,えん,"chance, tie, relationship",機會、聯繫、關係,N3,oaiH%ZtU~K
尾,お,"tail, ridge",尾部，脊,N3,wE6#3`(P-s
負う,おう,"to bear, to owe",承擔，欠,N3,u~;tItu4oL
遅れ,おくれ,"delay, lag",延遲、滯後,N3,l%9;2PC4x+
教え,おしえ,"teachings, doctrine",教義，教條,N3,xPgyX4=PH+
驚き,おどろき,"surprise, astonishment, wonder",驚訝、驚奇、讚歎,N3,uYPDwf:Xey
織る,おる,to weave,編織,N3,H-^?L/FUtJ
欠く,かく,"to lack, to crack",缺乏，破裂,N3,"y:z4,KW,Y-"
角,かく,angle,角度,N3,Q3RPtFjJo6
核,かく,"nucleus, kernel",細胞核，內核,N3,e?}Lbq98=N
格,かく,"status, character, case",狀態、性格、案例,N3,Bd<&>IEN#(
学歴,がくれき,academic background,學術背景,N3,"oJD!i#Ghj,"
駆ける,かける,to run,運行,N3,AlwjF+uaKO
賭ける,かける,"to bet, to risk, to gamble",下注，冒險，賭博,N3,dX$E2ISF?E
課題,かだい,"subject, theme, task",主題、題目、任務,N3,JNxi3:**/$
片付け,かたづけ,"tidying up, finishing",收拾整理，完成,N3,b8#*+`Yer.
加味,かみ,"seasoning, flavoring",調味料，調味料,N3,IDJ]6]i7Jx
借り,かり,"borrowing, debt, loan",借貸、債務、貸款,N3,eJ@~/@E_cp
狩り,かり,hunting,打獵,N3,F*!5GCg4U&
管,かん,"pipe, tube",管道、管,N3,fcs)GZ>f[[
～観,かん,"feeling, view",感受，觀點,N3,L#gN7p7zR4
癌,がん,cancer,癌症,N3,"p~,cAC,D+|"
刊行,かんこう,"publication, issue",出版品，期,N3,M#=U8)QH)D
慣行,かんこう,"customary practice, habit, traditional event",習俗、習慣、傳統活動,N3,xk+2IzF[p%
歓声,かんせい,"cheer, shout of joy",歡呼，喜悅的吶喊,N3,"w6B,F.u4!."
官僚,かんりょう,"bureaucrat, bureaucracy",官僚，官僚機構,N3,vh@[V;%&ao
器官,きかん,"organ (of body, instrument)",器官（身體器官、樂器）,N3,N2?AghIU$R
季刊,きかん,"quarterly (e.g., magazine)",季刊（例如，雜誌）,N3,I;$Bk_n?X#
起源,きげん,"origin, beginning, rise",起源、開始、興起,N3,tlShs$oI^}
機構,きこう,"mechanism, organization",機制、組織,N3,i}B:Es]N)f
築く,きずく,"to build, to establish",建造，建立,N3,i^HMG^80!G
規制,きせい,regulation,規定,N3,CN`|`I@cQ2
丘陵,きゅうりょう,hill,爬坡道,N3,"E9ld1,7]!f"
協議,きょうぎ,"conference, discussion, negotiation",會議、討論、談判,N3,Q?<#X?Sj/E
享受,きょうじゅ,"enjoyment, being given",享受，被給予,N3,QIS<k>N.yl
協調,きょうちょう,"co-operation, conciliation, harmony",合作、和解、和諧,N3,q1MP[9CeAj
切り,きり,"limits, place to leave off",界限，結束的地方,N3,B0AWr56JJ:
菌,きん,"germ, bacterium",細菌，微生物,N3,tmpS/:#W86
近視,きんし,nearsightedness,近視,N3,"NkNB,nl-$5"
苦,く,"trouble, worry, difficulty",麻煩、擔憂、困難,N3,rAG1%p4z{~
群,ぐん,group,團體,N3,"LN,Tx3PlR-"
刑,けい,"penalty, sentence, punishment",處罰、刑罰、懲罰,N3,"lZo,b@3#8r"
経緯,けいい,"sequence of events, course",事件順序，過程,N3,vg;b<1L}X}
計器,けいき,"meter, gauge",儀表，量規,N3,D|{=p=rf^U
契機,けいき,"opportunity, chance",機會，機遇,N3,K8C9CieJaA
携帯,けいたい,carrying something; mobile telephone,攜帶物品；手機,N3,IrGZ6yI4>+
形態,けいたい,"form, shape, figure",形狀、形態、圖形,N3,e/5N$:Z!T-
血管,けっかん,blood vessel,血管,N3,QbJ9AEIh9>
決行,けっこう,"doing (with resolve), carrying out (e.g., a plan)",（堅定地）做事，執行（例如，一項計劃）,N3,F-+3sLP~)5
件,けん,"matter, case, item",事項、案件、項目,N3,kQ?0ViPK+4
減少,げんしょう,"decrease, reduction, decline",減少，下降,N3,k4_<}lhTb#
公演,こうえん,public performance,公開演出,N3,H?FP7|9MSw
後悔,こうかい,"regret, repentance",後悔，懺悔,N3,Q1e2dQ@sG$
航海,こうかい,"sail, voyage",航行，航程,N3,dFa`<B!Rly
拘束,こうそく,"restriction, restraint",限制，約束,N3,wAH|5]9<;T
荒廃,こうはい,ruin,廢墟,N3,Pi<&-yXN08
降伏,こうふく,"capitulation, surrender, submission",投降、屈服、臣服,N3,nz>D*v/PPD
興奮,こうふん,"excitement, stimulation",興奮、刺激,N3,uG+;eVvuCD
語句,ごく,"words, phrases",詞語、短語,N3,IeE<Oj.e6u
個々,ここ,"individual, one by one",一個接一個,N3,p2d:ics3}r
故人,こじん,the deceased,死者,N3,i${0Y&niQE
小銭,こぜに,"coins, small change",硬幣、零錢,N3,"e/(},oiNGD"
ことによると,ことによると,(depending on the circumstances),（視具體情況而定）,N3,B{&~P5e&VY
コンテスト,コンテスト,contest,競賽,N3,sp5g%^>}gq
採集,さいしゅう,"collecting, gathering",收集，聚集,N3,Np[aMg9Zl4
作,さく,"a work, a harvest",一項工作，一次收穫,N3,e0vQj1EM3V
策,さく,"plan, policy",計劃、政策,N3,m7/9u%VJ!K
設備,せつび,"equipment, device, facilities",設備、裝置、設施,N3,LIo%jKRqQs
絶滅,ぜつめつ,"destruction, extinction",毀滅，滅絕,N3,io[YAo{Uu@
節約,せつやく,"economizing, saving",節約，儲蓄,N3,"HN*O,b6I.s"
攻める,せめる,"to attack, to assault",攻擊，襲擊,N3,tc4C[W7HwN
責める,せめる,"to condemn, to blame, to criticize",譴責，責備，批評,N3,h&^&{;rWzw
善,ぜん,"good, virtue",善，美德,N3,I+Wsd9&>8`
全,ぜん,"all, whole, entire",全部，整體，全部,N3,"AlSQZeMOe,"
全員,ぜんいん,all members,所有成員,N3,sZoXHnMU/8
専攻,せんこう,"major subject, special study",主修科目，專題研究,N3,ya8a{Dc>vj
全国,ぜんこく,"the entire nation, country-wide, nation-wide",全國，全國範圍，全國,N3,^t`okG[_.
洗剤,せんざい,detergent,洗滌劑,N3,L<+Y;nNWE2
先日,せんじつ,"the other day, a few days ago",前幾天，也就是幾天前,N3,u}70pX97Ud
前者,ぜんしゃ,the former,前者,N3,PvTkSo0mR<
選手,せんしゅ,player selected for a team (usually athletic),被選入球隊的球員（通常是運動員）,N3,v.;e@CEJx|
全身,ぜんしん,"the whole body, full-length (portrait)",全身像（肖像）,N3,pwxE{6M)x(
前進,ぜんしん,"advance, drive, progress",前進、驅動、進步,N3,Bf[eOsL^b6
センター,センター,center,中心,N3,CxiSJ@d^~:
全体,ぜんたい,"whole, entirety, whatever (is the matter)",整體，全部，無論（事情的）,N3,"P>z,++>r(]"
選択,せんたく,"selection, choice",選擇，抉擇,N3,k:.P/+fPZu
宣伝,せんでん,"advertisement, publicity",廣告、宣傳,N3,JC$lTUtjG[
象,ぞう,elephant,大象,N3,q&<afrju^O
騒音,そうおん,noise,噪音,N3,Nq>ZUuvl@9
増加,ぞうか,"increase, addition",增加，添加,N3,LCq]gC<#T)
操作,そうさ,"operation, management, processing",操作、管理、處理,N3,"mJ]7X>,V`y"
想像,そうぞう,"imagination, guess",想像力，猜測,N3,k^1Z0>wFtS
相続,そうぞく,"succession, inheritance",繼承，遺產,N3,gLl5L9nWQL
装置,そうち,"equipment, installation, apparatus",設備、裝置、儀器,N3,QP$y~p+;R`
相当,そうとう,"considerably, fairly; worth ~",相當，相當；價值~,N3,X|0~/xXGn
速度,そくど,"speed, velocity, rate",速度、速率,N3,H;GE;N$A%]
底,そこ,"bottom, sole",底部，鞋底,N3,E!a4:Hc]KR
そこで,そこで,"so (conj.), accordingly",因此（連接詞），相應地,N3,Q`8<U+}b2H
組織,そしき,organization; structure; tissue,組織；結構；組織,N3,zpGgl@h_Va
そして,そして,and then,進而,N3,HVz1zz!rU*
注ぐ,そそぐ,to pour (into),倒入（到）,N3,O|qtLZv)ag
育つ,そだつ,"to be brought up, to grow (up)",被撫養長大,N3,DVd%wrkTnE
そっくり,そっくり,the splitting image of; entirely,完全的鏡像；,N3,"il,5{T<Ci/"
そっと,そっと,"softly, gently",輕輕地，溫柔地,N3,dNlkAuY%B;
袖,そで,sleeve,袖子,N3,qAnG-iHgN/
備える,そなえる,"to prepare, to furnish, to store",準備、提供、儲存,N3,nSf<nF|Wp=
具える,そなえる,to be furnished with,需配備,N3,HK##7~;{8M
そのうえ,そのうえ,"in addition, furthermore",此外，而且,N3,g4O`W+&@o;
そのうち,そのうち,"before long, eventually, sooner or later",不久之後，總有一天，遲早會到來,N3,PuLL>@8)rT
そのまま,そのまま,"without change, as it is (e.g., now)",保持不變，就像現在這樣（例如，現在這樣）,N3,Ct<iM4(-qV
蕎麦,そば,soba (buckwheat noodles),蕎麥麵,N3,Bbh7N0fI`c
ソファー,ソファー,"sofa, couch",沙發，長椅,N3,z;bE4U6LP3
粗末,そまつ,"humble, miserable, crude",卑微、悲慘、粗俗,N3,j6Do>kVF89
それぞれ,それぞれ,"each, every, respectively",每個，每個，分別,N3,IU/9u{#l]`
それでも,それでも,"but (still), and yet, nevertheless",但是（仍然），然而，儘管如此,N3,A4Ma6XxBkC
それと,それと,and,和,N3,qT%b.lO-Up
それとも,それとも,"or, or else",或者，或者,N3,FIBH9OiuNP
揃う,そろう,"to become complete, to be equal",變得完整，達到平等,N3,eH+q6_0;;H
揃える,そろえる,"to put things in order, to arrange",整理事物，安排,N3,"Hx^8k,vcgU"
損,そん,"loss, disadvantage",損失，不利,N3,r5pYyEz*uG
損害,そんがい,"damage, loss",損失、損害,N3,KNy-!0Msk~
尊敬,そんけい,"respect, reverence, honor",尊重、敬畏、榮譽,N3,nh_pmhy#.q
存在,そんざい,"existence, being",存在，存在,N3,Ah?vt+0Deq
尊重,そんちょう,"respect, esteem, regard",尊重、敬重、重視,N3,h?{mP2f_-B
田,た,rice field,稻田,N3,"w7MwtWnKt,"
他,た,other (esp. places and things),其他（尤指地點和事物）,N3,P;is[6zAC!
対,たい,"pair, couple, set",一對，一對，一套,N3,"Moj,JFB9!<"
大,だい,"big, great",大，偉大,N3,LwTE(&7K+A
題,だい,"title, subject, theme",標題、主題、主題,N3,F^XD~^:A@0
体育,たいいく,"physical education, gymnastics, athletics",運動、體操、田徑,N3,CYaFjR7lk/
体温,たいおん,temperature (body),體溫,N3,JV$<Rwhu{y
大会,たいかい,"convention, (big) tournament, mass meeting",大會、（大型）錦標賽、群眾集會,N3,qPbid=y~O&
大気,たいき,atmosphere,氣氛,N3,"Hhm(,tKo;q"
代金,だいきん,"price, cost",價格，成本,N3,d6Cwm*}ZjB
退屈,たいくつ,"tedium, boring",乏味，無聊,N3,F(8G#=fSzj
滞在,たいざい,"stay, sojourn",停留，逗留,N3,bk>r|^ok!J
大使,たいし,ambassador,大使,N3,zN!*9mGhu4
大した,たいした,"significant, great, considerable",重要的，極大的，相當的,N3,oM^M6iE>L5
体重,たいじゅう,(body) weight,（體重,N3,t`1!Oqj**T
対象,たいしょう,"target; object (of worship, study, etc.); subject (i.e., of taxation)",目標；對象（崇拜、學習等）；主體（例如，稅務對象）,N3,"p^#)B+1eX,"
対照,たいしょう,"contrast, antithesis, comparison",對比、對立、比較,N3,n>fKKV=_7/
大臣,だいじん,cabinet minister,內閣部長,N3,Ob3O=(AH>h
対する,たいする,"to face, to confront, to oppose",面對，對抗，反對,N3,ybI4-s}gla
大戦,たいせん,"great war, great battle",偉大的戰爭，偉大的戰役,N3,f`t4(w295-
態度,たいど,"attitude, manner",態度、舉止,N3,CRe5#!Zg2
大統領,だいとうりょう,president,總統,N3,mQ?{N?L_2<
大半,たいはん,"most of, majority, mostly",大多數，絕大多數，主要,N3,L@eG[f#yFA
代表,だいひょう,"representative, delegation",代表團,N3,[cqqR!>%Z
大部分,だいぶぶん,"most part, majority",大多數情況下，絕大多數,N3,xCOUr6=j:7
タイプライター,タイプライター,typewriter,打字機,N3,wfroZ+;inq
逮捕,たいほ,"arrest, apprehension, capture",逮捕、逮捕、抓捕,N3,"mP*P.Zr^,5"
題名,だいめい,title,標題,N3,x5M%%Ua514
ダイヤ,ダイヤ,(railway) schedule; diamond,（鐵路）時刻表；菱形,N3,u65Ybwgo>d
太陽,たいよう,sun,太陽,N3,Ods5M>&o#p
平ら,たいら,"flatness, level, smooth",平整度、水平度、光滑度,N3,CCHa|.m;y*
代理,だいり,"representation, proxy, deputy",代表、代理人、代理人,N3,`LJ^*Zc6.
大陸,たいりく,continent,大陸,N3,"j9v8D@q,-`"
倒す,たおす,"to throw down, to beat",打倒，擊敗,N3,O)2K@u<S75
タオル,タオル,(hand) towel,（手）毛巾,N3,wEC@Qp%tX#
だが,だが,"but, however",但是，然而,N3,yVQqFsidK:
互い,たがい,"mutual, each other",彼此，對方,N3,"A/w*RxK,aS"
高める,たかめる,"to raise, to lift, to boost",舉起，抬起，提升,N3,k95gRhn5$b
宝,たから,treasure,寶藏,N3,"Ms,V*:XqhK"
宅,たく,"house, home",房子，家,N3,NDCW+QVEo*
炊く,たく,"to boil, to cook",煮沸，烹調,N3,nMc=w-?iw5
焚く,たく,"to burn, to kindle, to build a fire",燃燒，點燃，生火,N3,Dg<UbH>Qcm
抱く,だく,"to embrace, to hug",擁抱,N3,KKtZ{u;?<t
だけど,だけど,however,然而,N3,B]!P5f2EJ8
たしか,たしか,"certain, sure, if I remember correctly",當然，沒錯，如果我沒記錯的話,N3,Ai@Savd_m@
確かめる,たしかめる,"to ascertain, to make sure",為了查明，為了確保,N3,zRU$$MH{a;
多少,たしょう,a little (same as 少し (すこし)),一點點（與少し (すこし) 相同）,N3,Lr;d$E?/U|
助かる,たすかる,to be saved; (something) helps (v.i.),得救；（某事）有幫助（不及物動詞）,N3,xVSsgH{D[a
助ける,たすける,"to help (v.t.), to save, to rescue",幫助（動詞），拯救，救援,N3,l/GW}?_@LC
ただ,ただ,free of charge; just (~); only (~),免費；只需（～）；僅（～）,N3,FnqECB)M9z
